7.7,12.1,85,1.3,39,50,21,27,1015.4,1.6,94.28067333
7.8,12,87,1.2,37,46,20,25,1015.2,1.6,97.29901
7.5,11.9,85,1.3,39,46,21,25,1015,1.6,67.50783833
7.4,11.8,85,1.3,39,50,21,27,1015.3,1.6,71.17784333
7.3,11.9,86,1.2,39,46,21,25,1015.3,1.6,64.59583833
7.4,11.8,89,0.9,35,50,19,27,1015.7,1.6,65.85534
7.1,11.4,91,0.8,33,46,18,25,1016,1.6,53.39234167
5.9,10.9,89,0.9,37,54,20,29,1016.5,1.6,36.63034
8.2,10.9,88,1,26,43,14,23,1017,1.6,34.19600833
7.8,10.6,88,1,26,35,14,19,1017.3,1.6,34.01733833
5.6,10.4,87,1.1,37,50,20,27,1017.3,1.6,44.75950667
6.3,10.3,87,1.1,33,39,18,21,1017.4,1.6,41.10434167
8.7,10.3,87,1.1,20,35,11,19,1017.5,1.6,57.82200833
4.6,10.4,91,0.7,39,44,21,24,1017.4,1.8,101.1733433
5.8,10.5,91,0.7,33,48,18,26,1017.6,1.8,114.02534
4.7,9.6,86,1.1,37,46,20,25,1017.5,1.8,103.063675
4.2,8.5,80,1.7,39,52,21,28,1017.6,1.8,75.37867333
3.3,8.6,81,1.6,43,61,23,33,1017.7,1.8,76.03584333
3.6,9,84,1.3,41,63,22,34,1017.7,1.8,56.04984333
4.9,8.8,82,1.5,35,46,19,25,1017.8,1.8,59.86934
5.1,9.5,89,0.9,32,43,17,23,1017.8,1.8,73.005335
5.9,9.8,89,0.9,30,43,16,23,1017.9,1.8,77.31550833
3.3,9.2,85,1.2,43,57,23,31,1017.8,1.8,91.66567167
4.8,9.5,87,1,35,46,19,25,1017.7,1.8,99.53900833
4.1,9.6,87,1,39,52,21,28,1017.7,1.8,82.61884
3.5,9.4,85,1.2,43,56,23,30,1017.9,1.8,74.36517333
1.4,8.5,90,0.8,44,57,24,31,1018.6,2.2,74.84083667
2.6,8.4,90,0.8,37,48,20,26,1018.9,2.2,68.97217667
1.3,7.7,84,1.2,44,52,24,28,1019.3,2.2,60.12434333
0.8,7.3,82,1.4,46,50,25,27,1019.6,2.2,65.79000833
1,6.7,77,1.8,46,52,25,28,1020.1,2.2,49.05367167
1.5,5.5,69,2.5,44,50,24,27,1020.5,2.2,32.53667667
1.7,5.5,68,2.6,44,48,24,26,1020.7,2.2,21.71167167
3.7,5.7,66,2.8,37,43,20,23,1021.1,2.2,23.23301
4.2,4.1,58,3.6,35,41,19,22,1021.4,0,22.87601
6.4,6.3,65,3,28,33,15,18,1021.8,0,16.98583833
6,5.4,59,3.6,32,37,17,20,1022,0,18.114175
7.5,6.2,62,3.4,26,32,14,17,1022.2,0,15.962175
8.2,6.3,60,3.7,26,30,14,16,1022.2,0,13.05151
7.7,6.2,63,3.3,24,28,13,15,1022,0,6.478506667
8.9,6.4,60,3.6,22,26,12,14,1021.8,0,6.095175
9.9,6.3,60,3.7,17,22,9,12,1021.7,0,5.24184
9.7,6.3,59,3.8,19,22,10,12,1021.7,0,5.234841667
9.9,6,58,3.8,17,19,9,10,1021.6,0,4.473171667
10.4,6.5,59,3.8,17,22,9,12,1021.5,0,3.552675
9.7,6,59,3.7,17,20,9,11,1021.5,0,1.636005
9.5,5.9,59,3.7,17,20,9,11,1021.4,0,1.033005
9.3,5.9,60,3.6,17,22,9,12,1021.5,0,0.391666667
9.5,5.9,61,3.5,15,17,8,9,1021.6,0,-0.055333333
8.9,5.7,62,3.3,15,17,8,9,1021.6,0,-0.462666667
7.5,5.7,66,2.8,17,20,9,11,1021.6,0,-0.7935
6.9,5.1,66,2.8,17,19,9,10,1021.7,0,-0.830833333
7.1,5.6,71,2.3,13,15,7,8,1021.8,0,-0.831
7.1,5.2,70,2.3,11,15,6,8,1022,0,-0.8175
8.3,5.6,72,2.2,6,7,3,4,1022.1,0,-0.812833333
7.5,5.9,78,1.7,6,7,3,4,1021.9,0,-0.797833333
7,5.6,79,1.6,6,7,3,4,1022.1,0,-0.809666667
6.8,5.2,77,1.7,6,7,3,4,1022,0,-0.8345
6.2,5.4,79,1.6,9,9,5,5,1021.7,0,-0.445166667
5.5,5.1,78,1.6,11,13,6,7,1021.5,0,0.178666667
5.1,5.5,81,1.4,13,15,7,8,1021.2,0,0.093833333
3.1,5.1,83,1.2,19,19,10,10,1020.8,0,5.661671667
4,5.4,82,1.3,17,19,9,10,1020.7,0,17.33233833
2.8,5.3,86,1,19,20,10,11,1020.4,0,25.59934
2.1,6.2,91,0.6,24,24,13,13,1020.2,0,35.146675
2.6,5.9,88,0.8,22,26,12,14,1019.8,0,36.97984333
2.6,6.1,87,0.9,24,28,13,15,1019.5,0,41.52950833
3.3,6.9,89,0.8,24,26,13,14,1019.2,0,40.26934
4.8,7.8,89,0.8,22,30,12,16,1018.6,0,36.80934
4.5,7.5,84,1.2,26,32,14,17,1018.3,0,33.89784167
5.8,8,87,1,20,30,11,16,1017.8,0,40.40234167
5.1,7.7,84,1.2,24,33,13,18,1017.4,0,57.98401
5.3,8.2,84,1.2,26,35,14,19,1017.2,0,66.00250667
5.5,9,87,1,28,35,15,19,1017.1,0,69.03350667
5.2,9.4,90,0.8,30,41,16,22,1016.9,0,63.68334167
4.9,9.8,92,0.6,32,41,17,22,1016.9,0,69.04350667
4.9,9.8,91,0.7,33,43,18,23,1016.9,0,72.902675
5.7,10.6,94,0.5,32,41,17,22,1016.7,0.2,86.12134167
5.5,10.7,92,0.6,35,44,19,24,1016.3,0.2,97.90950833
6,11,92,0.7,35,48,19,26,1016.2,0.2,93.65933833
5.9,11.1,91,0.8,37,50,20,27,1015.9,0,78.26584167
6.3,11.2,89,0.9,37,46,20,25,1015.4,0,70.20517167
7.3,11.4,89,0.9,33,46,18,25,1015.6,0,66.01284
7.5,11.3,85,1.3,35,46,19,25,1015.3,0,62.25184167
8.8,11.9,84,1.4,33,43,18,23,1015,0,45.45817333
9.2,11.9,88,1.1,28,35,15,19,1013.7,0,39.74283833
9.8,12.1,88,1.1,26,35,14,19,1013.3,0,32.271675
10.9,12.2,84,1.4,24,33,13,18,1012.5,0,37.26917333
11,12.3,83,1.6,26,35,14,19,1011.6,0,28.947675
9.7,12,83,1.5,30,37,16,20,1010.8,0,12.44100667
8.5,11.9,89,0.9,30,37,16,20,1010.4,0,10.488175
10.3,12.3,89,1,24,33,13,18,1010.3,0,7.943843333
9.2,11.6,92,0.7,22,30,12,16,1010.5,0,3.946338333
9,11.5,95,0.4,20,26,11,14,1009.9,0,1.026835
10.5,11.8,96,0.3,13,17,7,9,1010,0,-0.375833333
10.4,12,96,0.3,15,19,8,10,1009.7,0,8.047001667
11.1,12.2,95,0.4,13,17,7,9,1009.6,0,19.07883833
11,12.1,95,0.4,13,19,7,10,1009.8,0,33.22333833
8.4,10.8,93,0.6,20,30,11,16,1009.3,0,113.60084
8.2,10,89,0.9,19,35,10,19,1009.3,0,125.2381767
-2.8,7.9,87,1,65,93,35,50,1009.2,0,122.2606733
-3.7,7.8,89,0.8,67,80,36,43,1010.6,0,122.383175
-3.4,7,90,0.7,59,70,32,38,1011.2,1,125.5660067
-3.8,7.1,89,0.8,63,70,34,38,1011.1,1.4,122.1730083
-3.1,6.9,88,0.9,59,72,32,39,1011.2,1.6,127.903845
-4.6,6.1,86,1,63,80,34,43,1011.3,1.8,125.7315083
-6.8,6.4,89,0.8,74,89,40,48,1011.3,2.2,123.06634
-6.4,6.6,93,0.5,70,82,38,44,1012.3,3,120.7598433
-2.8,6.7,90,0.7,54,61,29,33,1012.7,3.4,125.52051
-4.7,4.8,78,1.6,63,72,34,39,1012.7,3.4,121.688175
-4.3,4.4,73,2,63,80,34,43,1012.7,3.4,117.753175
-7.1,2.6,69,2.2,70,85,38,46,1013.1,3.4,125.4553433
-8.5,4.2,79,1.5,78,98,42,53,1013.3,3.4,123.26834
-5.6,3,73,1.9,61,72,33,39,1013.5,3.8,125.648345
-7.7,4.1,80,1.4,72,95,39,51,1013.5,3.8,119.6873417
-6,3.2,75,1.8,63,74,34,40,1014.1,4,121.190175
-5.7,3.6,77,1.6,61,70,33,38,1014.3,4,126.4450083
-5.1,2.4,69,2.2,59,69,32,37,1014.1,4,121.3315067
-4.6,2.2,66,2.5,59,70,32,38,1014.7,4,126.2311783
-6.5,2.6,75,1.7,61,74,33,40,1015.2,4.6,128.6801767
-6,2,69,2.2,61,72,33,39,1015.6,4.6,128.606675
-6.7,0.7,60,2.9,67,80,36,43,1015.6,4.6,122.6158417
-6.7,1.4,62,2.8,69,80,37,43,1016.3,4.6,119.8156767
-6.2,0.7,58,3.1,67,80,36,43,1016.7,4.6,105.7473417
-4.3,2.3,65,2.6,59,70,32,38,1017.4,4.6,111.0538383
-4,2.3,65,2.6,57,70,31,38,1017.7,4.6,112.216505
-0.9,1.8,60,3,43,56,23,30,1017.7,0,116.3843417
-2.5,1.5,56,3.5,56,70,30,38,1018,0,118.0411767
-2.2,0.5,50,4.1,57,69,31,37,1018.2,0,113.815675
-1.6,2,56,3.5,54,67,29,36,1018.2,0,113.768675
-1.2,0.6,50,4.1,52,65,28,35,1018.2,0,114.814675
0.1,2.7,59,3.3,46,70,25,38,1018,0,127.40801
0,2.6,57,3.5,48,72,26,39,1017.9,0,130.15851
-1.7,2.9,59,3.3,56,74,30,40,1017.7,0,132.5646783
-3.4,1.3,53,3.8,63,78,34,42,1017.2,0,133.0706767
-4.1,3.9,66,2.7,67,95,36,51,1016.6,0,133.3213417
-4,3.5,63,2.9,67,91,36,49,1015.9,0,132.5883433
-4.2,5.8,75,1.9,69,91,37,49,1015.8,0,127.0695067
-3,6.1,76,1.9,65,106,35,57,1015.1,0,123.1946767
-5.5,6.8,78,1.7,80,98,43,53,1015,0,119.41784
-6,7.3,82,1.4,82,104,44,56,1014.4,0,108.72217
-5.6,8.1,84,1.2,83,106,45,57,1013.9,0,122.3046767
-5.6,8.3,84,1.3,85,107,46,58,1013.5,0,129.063845
-8.1,8.5,93,0.5,91,113,49,61,1014.1,1.2,124.0911733
-2.4,8.1,88,0.9,63,82,34,44,1015,5.6,125.2553433
-3,7.6,83,1.3,67,91,36,49,1015.3,5.6,128.322005
-4.7,6.4,79,1.6,72,85,39,46,1016.2,5.6,125.756845
-4.6,5.1,70,2.3,72,83,39,45,1016.7,5.6,125.5288433
-5.9,3.1,62,3,76,91,41,49,1017.4,5.6,126.20684
-5.7,3.5,63,2.9,76,87,41,47,1017.8,5.6,124.8286717
-5.7,2.7,61,3.1,74,85,40,46,1017.7,5.6,124.0858417
-4.7,3.6,64,2.8,70,80,38,43,1018.2,5.6,125.1403433
-4.4,3.4,64,2.8,67,80,36,43,1018.2,5.6,121.7585083
-4.6,3.1,62,3,69,78,37,42,1018.3,5.6,123.8326733
-2.7,3.5,64,2.8,59,70,32,38,1018.7,5.6,121.1986767
-1.5,3.8,66,2.6,52,65,28,35,1018.9,5.6,108.923175
-2.6,2.8,61,3,57,67,31,36,1018.7,5.6,83.75917333
-2.2,4.3,69,2.4,56,65,30,35,1018.8,5.6,72.88833833
-0.6,4.2,68,2.5,48,59,26,32,1019,5.6,89.474175
-0.6,3.5,64,2.8,48,59,26,32,1018.9,5.6,83.36467167
-0.3,4.7,69,2.4,48,56,26,30,1019,5.6,92.15684167
0.5,4.9,70,2.3,44,56,24,30,1019,5.6,84.34434167
0.6,5,71,2.2,43,52,23,28,1019.1,5.6,56.87551
1.5,6.1,78,1.7,39,50,21,27,1019.3,5.6,38.58750833
-0.1,4.9,71,2.2,46,54,25,29,1019.4,5.6,43.62601
0.3,6.8,84,1.2,44,48,24,26,1020,5.6,78.64450833
1.3,5.8,81,1.4,35,39,19,21,1020.3,5.6,70.259675
0.9,5.8,79,1.6,39,46,21,25,1020.6,5.6,75.77767333
-2.6,6.6,85,1.1,57,65,31,35,1020.9,5.6,76.704005
1.3,6.2,81,1.4,37,54,20,29,1021.3,5.6,70.89217667
0.2,4.8,69,2.4,46,54,25,29,1021.8,5.6,62.31200833
0.7,4.2,66,2.7,44,52,24,28,1022.3,5.6,64.465005
0.8,4.7,64,2.9,48,57,26,31,1022.5,0,52.38967333
2,4.8,65,2.8,41,50,22,27,1023,0,63.15917333
2.5,4.4,61,3.2,41,46,22,25,1023.2,0,59.56467667
2,6.2,78,1.7,37,50,20,27,1023.6,0,51.36851
2.5,4.6,61,3.3,43,50,23,27,1023.8,0,52.23900667
2.5,4,59,3.4,41,48,22,26,1024.1,0,49.01867667
5.1,4.5,58,3.7,33,43,18,23,1024.1,0,51.45134
4.3,3.8,56,3.8,35,44,19,24,1024,0,28.46567667
2.9,5.5,69,2.5,37,56,20,30,1023.8,0,35.45467167
0.5,7.2,83,1.3,46,56,25,30,1023.9,0,52.56251
6.4,7.2,72,2.3,26,33,14,18,1023.8,0,37.956175
3,5.5,65,2.9,41,48,22,26,1023.5,0,24.81583833
4.2,6,67,2.7,35,43,19,23,1023.4,0,34.63484167
3.1,7.2,76,1.9,39,43,21,23,1023.4,0,28.04617667
4.7,7.2,74,2.1,33,39,18,21,1023.4,0,23.330675
3.7,6.3,72,2.3,35,41,19,22,1023.5,0,18.404005
4.4,6.6,73,2.2,32,41,17,22,1023.6,0,26.24334167
4,6.4,74,2.1,32,39,17,21,1023.8,0,34.963005
7.2,7.1,78,1.7,15,32,8,17,1023.9,0,38.15600333
3.8,7.5,79,1.7,35,41,19,22,1024.1,0,31.178175
3.8,7.3,77,1.8,35,44,19,24,1024.2,0,59.78400667
5.8,7.6,80,1.6,24,37,13,20,1024.4,0,52.522175
5.1,8.7,85,1.2,30,50,16,27,1024.3,0,41.22583833
4.4,8.9,87,1,33,50,18,27,1024.3,0,46.62584
6,8.8,87,1,24,37,13,20,1024.4,0,44.10201
4,8.7,86,1.1,35,46,19,25,1024.4,0,44.53634
4.7,8.7,85,1.2,32,46,17,25,1024.4,0,45.87017333
5.5,8.9,86,1.1,28,41,15,22,1024.3,0,44.56267667
6.4,9,86,1.1,24,41,13,22,1024.2,0,43.631675
5.7,9.2,87,1,28,44,15,24,1024.2,0,46.94150833
5,9.1,86,1.1,32,44,17,24,1024.1,0,65.477005
4.8,9.2,87,1,33,43,18,23,1024,0,68.06234333
4,9.2,87,1,37,44,20,24,1023.7,0,58.87300833
4.3,9.3,89,0.9,35,44,19,24,1023.5,0,49.28934
2.2,9.3,91,0.7,44,57,24,31,1023.3,0,54.20951
4.2,9.4,90,0.8,35,50,19,27,1023,0,38.71501
4.8,9.2,89,0.9,32,44,17,24,1023.2,0,43.83917333
3.8,9.1,92,0.6,33,44,18,24,1023,0,36.620675
5.8,9.4,91,0.7,26,39,14,21,1023.2,0,40.22033833
4.5,9.2,92,0.6,30,46,16,25,1023.3,0,36.98084
5.5,9.5,91,0.7,28,41,15,22,1023.2,0,32.75967667
5.7,9.5,92,0.6,26,39,14,21,1023.7,0,44.18734333
5.2,9.4,92,0.6,28,37,15,20,1023.9,0.2,40.21784
6.1,9.2,87,1,26,39,14,21,1024,0.2,34.957675
4.5,9.3,91,0.7,32,46,17,25,1024.3,0.2,37.24550833
4.5,9.6,92,0.6,33,44,18,24,1024.6,0.2,46.814675
5.6,10,90,0.8,32,41,17,22,1024.8,0,48.17333833
6.4,9.6,86,1.1,28,39,15,21,1025,0,50.80117333
4.7,9.9,89,0.9,37,50,20,27,1025,0,53.41201
5.7,9.5,84,1.3,33,50,18,27,1025,0,39.274675
5.3,10,84,1.4,39,54,21,29,1025.1,0,45.32134167
5.9,10.1,81,1.6,39,48,21,26,1025.4,0,47.98534
4.4,10,84,1.4,44,57,24,31,1025.4,0,44.22284167
6.3,9.8,79,1.8,37,41,20,22,1025.5,0,39.03384
6.2,9,75,2.2,37,41,20,22,1025.2,0,41.806005
6.3,8.5,72,2.4,35,41,19,22,1025.2,0,45.661175
7,8.6,72,2.5,33,39,18,21,1025.2,0,54.779175
6.4,8.4,72,2.5,35,41,19,22,1025.3,0,48.45934
5.8,8,70,2.6,37,43,20,23,1025.3,0,47.074675
5.3,8.5,75,2.1,37,41,20,22,1025.5,0,45.40050667
4.8,8.7,80,1.7,37,43,20,23,1025.8,0,30.74817667
5,8.6,80,1.7,35,43,19,23,1026,0,27.35134
4.3,8.5,81,1.6,37,43,20,23,1026.3,0,25.67534167
4.5,8.3,82,1.4,33,37,18,20,1026.5,0,12.49300667
4.6,8.6,84,1.3,33,39,18,21,1026.8,0,7.155675
